user_id,loan_status,real_name_verified,age,is_student,is_blacklisted,is_unhealthy_4g_user,network_age_months,last_payment_months_ago,last_payment_amount,avg_monthly_spending_6_months,current_bill_total,current_account_balance,has_outstanding_payment,call_fee_sensitivity,contacts_this_month,is_frequent_mall_visitor,avg_mall_visits_3_months,visited_fuzhou_cangshan_wanda,visited_fuzhou_sam_club,watched_movie,visited_scenic_spot,used_sports_facility,online_shopping_app_usage,logistics_app_usage,finance_app_usage,video_app_usage,airplane_app_usage,train_app_usage,travel_info_app_usage,credit_score,created_at,updated_at
21,Charged Off,False,,False,False,False,8.0,59.0,2392.1,1196.05,35000.0,69300.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-12-01,Nov-2017
22,Charged Off,False,,False,False,False,,,461.64,461.64,21000.0,619295.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,740.0,2015-12-01,Aug-2016
23,Fully Paid,False,,False,False,False,4.0,,185.05,185.24,6000.0,138579.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,815.0,2015-12-01,Jan-2019
24,Fully Paid,True,,False,False,False,2.0,25.0,5051.6,415.11,12000.0,17331.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-12-01,Jan-2018
25,Fully Paid,False,,False,False,False,,,1792.39,252.51,8000.0,40950.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,680.0,2015-12-01,Oct-2017
26,Fully Paid,True,,False,False,False,,,10070.75,315.63,10000.0,278980.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,720.0,2015-12-01,Feb-2016
27,Fully Paid,False,,False,False,False,5.0,,14278.33,675.65,21000.0,170150.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,690.0,2015-12-01,Mar-2017
28,Fully Paid,False,,False,False,False,8.0,,4392.85,154.44,4800.0,5327.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,695.0,2015-12-01,Jun-2016
29,Fully Paid,False,,False,False,False,,24.0,241.78,242.19,7200.0,17441.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,675.0,2015-12-01,Dec-2018
30,Current,False,,False,False,False,,,592.79,592.79,25000.0,113946.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,735.0,2015-12-01,Feb-2019
31,Fully Paid,True,,False,True,False,,17.0,218.84,219.07,7000.0,139611.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,720.0,2015-12-01,Jan-2019
32,Charged Off,False,,False,False,False,,,322.09,322.09,9000.0,42597.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,700.0,2015-12-01,Oct-2017
33,Fully Paid,False,,False,True,False,7.0,1.0,23774.62,989.0,30000.0,104756.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,695.0,2015-12-01,Nov-2016
34,Fully Paid,True,,False,False,False,,,0.21,149.45,4500.0,11256.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,685.0,2015-12-01,Oct-2018
35,Charged Off,True,,False,False,False,8.0,36.0,236.83,451.1,12225.0,110369.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-12-01,Sep-2017
36,Fully Paid,False,,False,False,False,,,8299.75,311.02,10000.0,39780.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,725.0,2015-12-01,Aug-2016
37,Charged Off,False,,False,True,False,3.0,73.0,132.32,132.32,3825.0,83515.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-12-01,May-2017
38,Fully Paid,False,,False,False,False,,58.0,364.52,343.56,9600.0,40269.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,690.0,2015-12-01,Jan-2019
39,Fully Paid,False,,False,False,False,1.0,,847.32,125.48,3900.0,315585.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,685.0,2015-12-01,May-2018
40,Charged Off,False,,False,False,False,1.0,71.0,232.0,482.61,15000.0,108800.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,710.0,2015-12-01,Dec-2017
41,Current,False,,False,False,False,,45.0,882.13,882.13,30000.0,101435.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-12-01,Mar-2019
42,Current,False,,False,False,False,2.0,,338.75,338.75,14000.0,44094.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,680.0,2015-12-01,Mar-2019
43,Fully Paid,False,,False,False,False,,,842.98,843.22,28000.0,193850.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,785.0,2015-12-01,Dec-2018
44,Charged Off,True,,False,False,False,9.0,,1025.19,1025.19,30000.0,186296.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-12-01,Sep-2016
45,Fully Paid,False,,False,False,False,5.0,43.0,8723.43,329.67,10000.0,254877.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-12-01,Aug-2016
46,Fully Paid,False,,False,False,False,9.0,24.0,7965.5,590.94,19000.0,29581.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,700.0,2015-12-01,Dec-2017
47,Fully Paid,True,,False,False,False,6.0,,14532.06,538.88,21000.0,63129.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,705.0,2015-12-01,Apr-2018
48,Fully Paid,False,,False,False,False,4.0,78.0,11209.77,340.38,15000.0,66741.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-12-01,Oct-2017
49,Charged Off,False,,False,False,False,2.0,36.0,425.89,425.89,13950.0,47500.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,675.0,2015-12-01,Feb-2019
50,Charged Off,False,,False,False,False,6.0,,1115.77,1115.77,35000.0,329322.0,False,,3.0,False,,False,False,False,False,False,,,,,,,,725.0,2015-12-01,Jul-2017
51,Fully Paid,False,,False,False,False,,62.0,6981.88,234.81,6925.0,36540.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-12-01,Jan-2016
52,Fully Paid,True,,False,False,False,7.0,,23543.3,697.9,30000.0,288175.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-12-01,Aug-2017
53,Charged Off,False,,False,False,False,,42.0,50.0,544.61,24000.0,65849.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,705.0,2015-12-01,Dec-2018
54,Charged Off,False,,False,False,False,4.0,52.0,0.0,273.25,10000.0,9543.0,False,,4.0,False,,False,False,False,False,False,,,,,,,,695.0,2015-12-01,
55,Fully Paid,False,,False,True,False,8.0,5.0,152.97,153.02,4800.0,232441.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,765.0,2015-12-01,Jan-2019
56,Fully Paid,False,,False,False,False,9.0,71.0,382.42,382.55,12000.0,303364.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-12-01,Dec-2018
57,Fully Paid,True,,False,False,False,,73.0,2639.19,102.52,3000.0,72267.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-12-01,Jul-2016
58,Current,True,,False,False,False,,29.0,453.84,453.84,20000.0,199201.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-12-01,Mar-2019
59,Fully Paid,False,,False,True,False,1.0,11.0,226.94,245.16,8000.0,85225.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,690.0,2015-12-01,Nov-2018
60,Fully Paid,False,,False,False,False,,,5648.9,403.64,12000.0,220197.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,765.0,2015-12-01,Oct-2017
61,Charged Off,False,,False,False,False,4.0,,242.19,242.19,7200.0,27766.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,710.0,2015-12-01,Oct-2016
62,Charged Off,True,,False,True,False,,11.0,411.22,411.22,18000.0,30247.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-12-01,Jun-2017
63,Fully Paid,False,,False,False,False,3.0,,3657.13,451.73,15000.0,139670.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,790.0,2015-12-01,Mar-2018
64,Fully Paid,False,,False,False,False,2.0,31.0,472.51,472.81,15700.0,213189.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,735.0,2015-12-01,Dec-2018
65,Fully Paid,False,,False,False,False,,57.0,21819.54,521.03,25000.0,457325.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,700.0,2015-12-01,Nov-2016
66,Fully Paid,True,,False,False,False,,33.0,3164.59,196.16,5950.0,123567.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,690.0,2015-12-01,Mar-2017
67,Fully Paid,True,,False,False,False,1.0,,776.32,80.73,2400.0,193930.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-12-01,Mar-2018
68,Fully Paid,False,,False,False,False,,56.0,6885.04,219.0,7000.0,629815.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,685.0,2015-12-01,Feb-2016
69,Charged Off,False,,False,False,False,5.0,,164.22,164.22,5000.0,16972.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,675.0,2015-12-01,Dec-2017
70,Fully Paid,True,,False,False,False,,,113.98,113.99,3500.0,2902.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,675.0,2015-12-01,Dec-2018
71,Fully Paid,False,,False,False,False,3.0,,15662.07,378.74,16800.0,53026.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,705.0,2015-12-01,Aug-2016
72,Fully Paid,False,,False,False,False,2.0,,394.51,300.35,9600.0,54990.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,780.0,2015-12-01,Nov-2018
73,Fully Paid,False,,False,False,False,2.0,,1504.67,219.0,7000.0,42851.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,690.0,2015-12-01,Jun-2018
74,Fully Paid,False,,False,False,False,,,6115.91,260.55,8000.0,21480.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-12-01,Dec-2016
75,Fully Paid,False,,False,False,False,,33.0,19.27,344.12,10000.0,136720.0,False,,4.0,False,,False,False,False,False,False,,,,,,,,675.0,2015-12-01,Oct-2017
76,Fully Paid,False,,False,False,False,,38.0,25516.52,664.23,26400.0,36467.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-12-01,Jun-2016
77,Charged Off,False,,False,False,False,5.0,,204.03,204.03,6400.0,89611.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-12-01,Aug-2017
78,Charged Off,True,,False,False,False,,,215.63,215.63,6000.0,25378.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,675.0,2015-12-01,Sep-2016
79,Fully Paid,False,,False,False,False,,28.0,11154.23,295.34,12000.0,282001.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-12-01,Sep-2016
80,Fully Paid,False,,False,False,False,9.0,46.0,15755.37,476.24,21125.0,39233.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,695.0,2015-12-01,Sep-2017
81,Charged Off,True,,False,False,False,3.0,,651.37,651.37,20000.0,49657.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,680.0,2015-12-01,Sep-2016
82,Fully Paid,True,,False,False,False,2.0,39.0,356.36,356.48,10000.0,29589.0,False,,4.0,False,,False,False,False,False,False,,,,,,,,685.0,2015-12-01,Dec-2018
83,Charged Off,True,,False,False,False,,35.0,535.87,535.87,23200.0,21645.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-12-01,Aug-2017
84,Current,True,,False,False,False,2.0,,270.46,270.46,11500.0,30166.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-12-01,Mar-2019
85,Fully Paid,False,,False,False,False,,40.0,170.0,170.09,5000.0,18661.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-12-01,Jan-2019
86,Current,False,,False,False,False,,45.0,274.87,274.87,11900.0,11546.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-12-01,Mar-2019
87,Charged Off,False,,False,False,False,,,389.03,389.03,15000.0,75533.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,690.0,2015-12-01,Jul-2016
88,Current,False,,False,False,False,3.0,,268.11,268.11,11400.0,32296.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,730.0,2015-12-01,Mar-2019
89,Fully Paid,False,,False,False,False,,54.0,11209.29,354.41,14400.0,20271.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,675.0,2015-12-01,Sep-2017
90,Current,False,,False,False,False,,,345.02,345.02,16000.0,370093.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,765.0,2015-12-01,Mar-2019
91,Fully Paid,False,,False,False,False,,41.0,1026.22,212.55,6400.0,153554.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,685.0,2015-12-01,Apr-2018
92,Fully Paid,True,,False,False,False,2.0,,498.47,498.67,14075.0,25402.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,710.0,2015-12-01,Dec-2018
93,Current,False,,False,False,False,2.0,58.0,9517.33,480.12,20000.0,199717.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,690.0,2015-12-01,Mar-2019
94,Charged Off,True,,False,False,False,6.0,,952.5,952.5,28000.0,227337.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,695.0,2015-12-01,May-2017
95,Current,True,,False,False,False,2.0,,456.91,456.91,20000.0,52345.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,680.0,2015-12-01,Mar-2019
96,Fully Paid,True,,False,False,False,3.0,33.0,807.73,264.31,7325.0,16519.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-12-01,Oct-2018
97,Fully Paid,False,,False,True,False,8.0,21.0,210.57,210.81,7000.0,13040.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,730.0,2015-12-01,Dec-2018
98,Fully Paid,False,,False,False,False,,25.0,0.37,208.41,10000.0,71480.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,705.0,2015-12-01,Jan-2019
99,Fully Paid,False,,False,False,False,1.0,,1347.71,103.24,3000.0,24289.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,715.0,2015-12-01,Dec-2017
100,Fully Paid,False,,False,False,False,2.0,30.0,177.75,178.05,5650.0,87745.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-12-01,Dec-2018
101,Current,False,,False,False,False,6.0,,404.48,404.48,20000.0,513146.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,690.0,2015-12-01,Mar-2019
102,Fully Paid,False,,False,True,False,2.0,8.0,11395.72,288.15,12475.0,137821.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,705.0,2015-12-01,Sep-2016
103,Fully Paid,False,,False,False,False,,41.0,11427.36,743.91,24000.0,24313.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,680.0,2015-12-01,Sep-2017
104,Fully Paid,True,,False,False,False,2.0,,747.06,747.5,20800.0,123089.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,680.0,2015-12-01,Dec-2018
105,Fully Paid,False,,False,False,False,2.0,62.0,140.6,140.79,4500.0,125981.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,705.0,2015-12-01,Dec-2018
106,Current,True,,False,False,False,,,907.73,907.73,35000.0,144405.0,False,,3.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-12-01,Mar-2019
107,Fully Paid,False,,False,False,False,9.0,,1.56,867.9,28000.0,104121.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,715.0,2015-12-01,Jan-2019
108,Fully Paid,False,,False,True,False,,20.0,7703.41,876.0,28000.0,424352.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,720.0,2015-12-01,Apr-2018
109,Fully Paid,False,,False,False,False,2.0,,136.54,452.83,21000.0,96322.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,760.0,2015-12-01,Feb-2016
110,Fully Paid,True,,False,False,False,,,7655.11,398.52,12000.0,171867.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,675.0,2015-12-01,May-2017
111,Fully Paid,False,,False,False,False,3.0,39.0,315.0,315.3,9600.0,142447.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-12-01,Jan-2019
112,Fully Paid,True,,False,False,False,,,127.77,413.92,17600.0,87004.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,695.0,2015-12-01,Feb-2019
113,Fully Paid,False,,False,False,False,,,6027.83,371.96,12000.0,87878.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,715.0,2015-12-01,Sep-2017
114,Fully Paid,False,,False,False,False,,,98.14,389.03,15000.0,50322.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,685.0,2015-12-01,Apr-2016
115,Fully Paid,False,,False,False,False,3.0,72.0,14025.2,732.74,24000.0,412314.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,685.0,2015-12-01,May-2017
116,Charged Off,False,,False,False,False,,,482.74,482.74,16450.0,52838.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-12-01,Sep-2016
117,Fully Paid,True,,False,False,False,3.0,,390.49,390.83,12000.0,45406.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,685.0,2015-12-01,Jan-2019
118,Fully Paid,False,,False,False,False,,,1470.35,369.93,12000.0,24914.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,755.0,2015-12-01,Oct-2018
119,Fully Paid,False,,False,False,False,4.0,63.0,8363.79,321.55,10000.0,45066.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-12-01,Aug-2016
120,Fully Paid,False,,False,False,False,3.0,25.0,11044.76,608.06,18000.0,27964.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-12-01,May-2017
121,Current,False,,False,False,False,7.0,,488.52,488.52,21150.0,319507.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,730.0,2015-12-01,Mar-2019
122,Fully Paid,False,,False,False,False,4.0,47.0,7137.97,317.72,10250.0,317954.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,700.0,2015-12-01,Jan-2017
123,Fully Paid,False,,False,False,False,5.0,27.0,191.01,191.28,6000.0,23866.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,720.0,2015-12-01,Dec-2018
124,Fully Paid,True,,False,False,False,2.0,,1776.87,595.13,19200.0,263373.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,765.0,2015-12-01,Oct-2018
125,Fully Paid,False,,False,False,False,,,8978.56,770.68,25000.0,26405.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,690.0,2015-12-01,Jan-2018
126,Fully Paid,False,,False,False,False,1.0,42.0,3191.48,132.84,4000.0,172477.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,705.0,2015-12-01,Oct-2016
127,Fully Paid,True,,False,False,False,,,12131.84,464.94,14000.0,243176.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,750.0,2015-12-01,Aug-2016
128,Fully Paid,False,,False,False,False,1.0,71.0,3.06,423.4,13000.0,38450.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,675.0,2015-12-01,Jan-2019
129,Charged Off,True,,False,False,False,,,5.0,317.86,12000.0,107829.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-12-01,Jul-2016
130,Fully Paid,False,,False,False,False,9.0,39.0,1400.31,469.29,15000.0,201798.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,700.0,2015-12-01,Nov-2018
131,Fully Paid,False,,False,True,False,4.0,16.0,0.5,481.84,16000.0,675623.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,710.0,2015-12-01,Jan-2019
132,Fully Paid,False,,False,False,False,2.0,25.0,187.48,187.72,6000.0,42370.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,680.0,2015-12-01,Dec-2018
133,Fully Paid,True,,False,False,False,9.0,,482.29,482.32,15000.0,167699.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,685.0,2015-12-01,Dec-2018
134,Fully Paid,False,,False,False,False,5.0,,331.9,332.1,10000.0,30204.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,680.0,2015-12-01,Dec-2018
135,Current,False,,False,False,False,9.0,,591.37,591.37,23800.0,118591.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,690.0,2015-12-01,Mar-2019
136,Fully Paid,True,,False,False,False,4.0,,8647.82,321.55,10000.0,150067.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,740.0,2015-12-01,Jul-2016
137,Fully Paid,False,,False,False,False,,32.0,17567.22,458.9,21000.0,176769.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,715.0,2015-12-01,Feb-2017
138,Fully Paid,True,,False,False,False,,,16303.36,796.98,25000.0,677985.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,700.0,2015-12-01,Mar-2017
139,Fully Paid,True,,False,True,False,,8.0,1236.87,312.66,9600.0,23622.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-12-01,Sep-2018
140,Fully Paid,True,,False,False,False,8.0,35.0,4721.84,272.15,8000.0,31446.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-12-01,Jul-2017
141,Fully Paid,False,,False,False,False,,67.0,4429.33,265.68,8000.0,82742.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,680.0,2015-12-01,Jul-2017
142,Current,False,,False,True,False,5.0,7.0,335.26,335.26,14675.0,266817.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,690.0,2015-12-01,Mar-2019
143,Fully Paid,False,,False,False,False,3.0,,594.32,594.43,19000.0,231386.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,770.0,2015-12-01,Dec-2018
144,Charged Off,False,,False,False,False,,28.0,781.65,781.65,24000.0,20369.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,690.0,2015-12-01,May-2016
145,Fully Paid,False,,False,False,False,,,9207.44,330.83,9725.0,196474.0,False,,3.0,False,,False,False,False,False,False,,,,,,,,695.0,2015-12-01,Apr-2016
146,Fully Paid,False,,False,False,False,,71.0,1401.26,160.78,5000.0,42661.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-12-01,Apr-2018
147,Charged Off,False,,False,False,False,9.0,,463.41,463.41,18650.0,263671.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,680.0,2015-12-01,Mar-2017
148,Fully Paid,False,,False,False,False,,,9658.37,595.21,19025.0,141846.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,715.0,2015-12-01,Aug-2017
149,Fully Paid,False,,False,False,False,5.0,,401.61,401.97,12000.0,10695.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,710.0,2015-12-01,Dec-2018
150,Fully Paid,True,,False,False,False,,44.0,549.34,549.56,18000.0,33482.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,685.0,2015-12-01,Dec-2018
151,Current,False,,False,False,False,3.0,,687.76,687.76,33000.0,409628.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,695.0,2015-12-01,Mar-2019
152,Fully Paid,True,,False,False,False,4.0,,27121.21,976.95,31450.0,239391.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-12-01,Jun-2017
153,Fully Paid,False,,False,False,False,5.0,52.0,6874.62,482.32,15000.0,201271.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,700.0,2015-12-01,Oct-2017
154,Fully Paid,False,,False,False,False,,,165.28,170.09,5000.0,50162.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-12-01,Dec-2018
155,Fully Paid,True,,False,True,False,2.0,14.0,83.12,83.03,2500.0,28817.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-12-01,Jan-2019
156,Fully Paid,False,,False,False,False,1.0,,1380.43,462.41,15000.0,324527.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,705.0,2015-12-01,Oct-2018
