id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
68525486,,24000.0,24000.0,24000.0, 60 months,13.99,558.32,C,C4,Administrator,10+ years,MORTGAGE,69800.0,Source Verified,2015-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68525486,,debt_consolidation,Debt consolidation,275xx,NC,38.49,0.0,May-1996,670.0,674.0,0.0,55.0,,20.0,0.0,39808.0,65.7,32.0,w,10778.86,10778.86,21169.53,21169.53,13221.14,7948.39,0.0,0.0,0.0,Feb-2019,558.32,Apr-2019,Mar-2019,769.0,765.0,0.0,,1.0,Individual,,,,0.0,90.0,275996.0,0.0,3.0,0.0,0.0,37.0,111437.0,40.0,0.0,2.0,8864.0,55.0,60600.0,0.0,0.0,0.0,2.0,13800.0,3377.0,89.2,0.0,0.0,235.0,140.0,17.0,17.0,2.0,24.0,,15.0,,0.0,8.0,14.0,8.0,12.0,4.0,16.0,26.0,14.0,20.0,0.0,0.0,0.0,0.0,96.8,100.0,0.0,0.0,267374.0,151245.0,31400.0,73757.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68425838,,14075.0,14075.0,14075.0, 36 months,13.99,480.99,C,C4,Manager,10+ years,RENT,32000.0,Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68425838,,credit_card,Credit card refinancing,537xx,WI,18.23,0.0,Apr-2004,675.0,679.0,0.0,71.0,,10.0,0.0,18582.0,56.5,21.0,w,0.0,0.0,16695.693543471898,16695.69,14075.0,2620.69,0.0,0.0,0.0,Nov-2017,2122.25,,Oct-2018,754.0,750.0,0.0,71.0,1.0,Individual,,,,0.0,0.0,18582.0,0.0,0.0,0.0,1.0,20.0,0.0,,2.0,5.0,6433.0,56.0,32900.0,0.0,3.0,0.0,6.0,1858.0,12817.0,53.2,0.0,0.0,140.0,125.0,8.0,8.0,0.0,8.0,71.0,20.0,71.0,1.0,4.0,5.0,7.0,9.0,5.0,9.0,15.0,5.0,10.0,0.0,0.0,0.0,2.0,90.5,28.6,0.0,0.0,33397.0,18582.0,27400.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68495822,,6000.0,6000.0,6000.0, 36 months,11.48,197.8,B,B5,driver,< 1 year,MORTGAGE,48000.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68495822,,debt_consolidation,Debt consolidation,728xx,AR,7.73,0.0,Feb-2003,690.0,694.0,1.0,,,6.0,0.0,4385.0,56.9,15.0,w,0.0,0.0,6864.7381691714,6864.74,6000.0,864.74,0.0,0.0,0.0,Aug-2017,3313.91,,Mar-2018,514.0,510.0,0.0,,1.0,Individual,,,,0.0,0.0,92353.0,0.0,1.0,0.0,1.0,17.0,143.0,5.0,0.0,1.0,1561.0,42.0,7700.0,0.0,0.0,2.0,2.0,15392.0,0.0,101.2,0.0,0.0,125.0,154.0,15.0,15.0,1.0,15.0,,2.0,,0.0,2.0,4.0,2.0,4.0,8.0,4.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,102252.0,4528.0,2500.0,3153.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
67585546,,24000.0,24000.0,24000.0, 60 months,14.85,569.08,C,C5,ESL Resource Teacher,10+ years,MORTGAGE,70000.0,Not Verified,2015-12-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67585546,,debt_consolidation,Debt consolidation,640xx,MO,37.97,0.0,Aug-2003,735.0,739.0,0.0,,,22.0,0.0,25045.0,31.8,23.0,w,0.0,0.0,19730.46,19730.46,3496.61,3282.85,0.0,12951.0,2331.18,Jan-2017,569.08,,Nov-2018,594.0,590.0,0.0,,1.0,Individual,,,,0.0,0.0,121305.0,1.0,3.0,0.0,1.0,21.0,31919.0,57.0,3.0,9.0,6045.0,42.0,78700.0,0.0,0.0,3.0,10.0,5514.0,31807.0,30.6,0.0,0.0,33.0,91.0,6.0,6.0,1.0,6.0,,7.0,,0.0,3.0,12.0,6.0,7.0,3.0,18.0,19.0,12.0,22.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,219082.0,56964.0,45800.0,56172.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,Nov-2018,COMPLETE,May-2017,12952.0,60.0,18.0
68505644,,20000.0,20000.0,20000.0, 36 months,10.78,652.7,B,B4,Police Officer,10+ years,MORTGAGE,120000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68505644,,credit_card,Credit card refinancing,018xx,MA,30.81,0.0,Jun-2000,660.0,664.0,0.0,,,21.0,0.0,38904.0,95.6,55.0,w,0.0,0.0,23461.6940918244,23461.69,20000.0,3461.69,0.0,0.0,0.0,Nov-2018,1952.53,,Mar-2019,669.0,665.0,0.0,,1.0,Individual,,,,0.0,0.0,444522.0,0.0,10.0,2.0,5.0,7.0,117525.0,92.0,1.0,1.0,7763.0,93.0,40700.0,2.0,1.0,4.0,6.0,22226.0,1097.0,97.0,0.0,0.0,133.0,186.0,9.0,7.0,9.0,9.0,,7.0,,0.0,7.0,9.0,7.0,12.0,28.0,10.0,17.0,9.0,21.0,0.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,486991.0,156429.0,36100.0,127691.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68485885,,10000.0,10000.0,10000.0, 60 months,16.59,246.33,D,D2,Senior Accountant,3 years,MORTGAGE,250000.0,Source Verified,2015-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68485885,,debt_consolidation,Debt consolidation,335xx,FL,1.07,0.0,Nov-2006,685.0,689.0,2.0,79.0,,29.0,0.0,11831.0,34.1,53.0,w,4464.58,4464.58,9527.07,9527.07,5535.42,3991.65,0.0,0.0,0.0,Mar-2019,246.33,Apr-2019,Mar-2019,649.0,645.0,0.0,79.0,1.0,Individual,,,,0.0,0.0,343207.0,2.0,18.0,1.0,1.0,5.0,72578.0,116.0,4.0,6.0,8987.0,87.0,34700.0,2.0,1.0,8.0,8.0,11835.0,12540.0,44.3,0.0,0.0,88.0,109.0,2.0,2.0,1.0,9.0,79.0,0.0,79.0,1.0,2.0,5.0,3.0,6.0,36.0,10.0,16.0,6.0,29.0,0.0,0.0,0.0,5.0,98.0,33.3,0.0,0.0,361452.0,84409.0,22500.0,62625.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68385677,,18000.0,18000.0,18000.0, 60 months,13.99,418.74,C,C4,Community Relations Liaison,< 1 year,MORTGAGE,63000.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68385677,,debt_consolidation,Debt consolidation,850xx,AZ,23.25,0.0,Feb-2002,710.0,714.0,1.0,47.0,,21.0,0.0,29993.0,46.6,38.0,w,0.0,0.0,20241.9701741674,20241.97,18000.0,2241.97,0.0,0.0,0.0,Dec-2016,15768.74,,Dec-2016,739.0,735.0,0.0,,1.0,Individual,,,,0.0,0.0,147928.0,1.0,8.0,0.0,1.0,24.0,36896.0,87.0,2.0,4.0,4699.0,63.0,64300.0,0.0,1.0,2.0,5.0,7044.0,27743.0,37.9,0.0,0.0,101.0,166.0,3.0,3.0,1.0,3.0,,3.0,47.0,0.0,7.0,10.0,9.0,15.0,18.0,12.0,19.0,10.0,21.0,0.0,0.0,0.0,2.0,97.0,11.1,0.0,0.0,195887.0,66889.0,44700.0,42236.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68052572,,10000.0,10000.0,10000.0, 36 months,9.17,318.79,B,B2,Housekeeping,2 years,MORTGAGE,27600.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68052572,,debt_consolidation,Debt consolidation,606xx,IL,12.96,2.0,Oct-1992,665.0,669.0,1.0,14.0,,7.0,0.0,6165.0,78.2,18.0,w,0.0,0.0,11302.8138018042,11302.81,10000.0,1302.81,0.0,0.0,0.0,Aug-2018,553.45,,Mar-2019,714.0,710.0,0.0,19.0,1.0,Individual,,,,0.0,0.0,6663.0,0.0,1.0,0.0,0.0,33.0,434.0,12.0,0.0,2.0,3565.0,57.0,12600.0,1.0,0.0,1.0,3.0,952.0,5033.0,94.9,0.0,0.0,186.0,257.0,18.0,18.0,3.0,18.0,47.0,1.0,47.0,1.0,4.0,5.0,4.0,4.0,6.0,5.0,6.0,5.0,7.0,0.0,0.0,1.0,0.0,88.2,75.0,0.0,0.0,16350.0,6663.0,10700.0,3500.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68595397,,7200.0,7200.0,7200.0, 36 months,9.17,229.53,B,B2,Leasing Specialis,9 years,RENT,65000.0,Source Verified,2015-12-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68595397,,debt_consolidation,Debt consolidation,209xx,MD,14.03,0.0,Mar-2010,680.0,684.0,0.0,,50.0,8.0,2.0,5085.0,51.4,10.0,w,0.0,0.0,6417.67,6417.67,5425.4,992.27,0.0,0.0,0.0,May-2018,229.53,,Sep-2018,499.0,0.0,0.0,,1.0,Individual,,,,0.0,0.0,16954.0,0.0,2.0,1.0,1.0,8.0,11869.0,54.0,2.0,3.0,1927.0,53.0,9900.0,0.0,0.0,5.0,4.0,2119.0,4668.0,49.8,0.0,0.0,69.0,41.0,12.0,8.0,0.0,12.0,,9.0,,0.0,5.0,6.0,5.0,5.0,4.0,6.0,6.0,6.0,8.0,0.0,0.0,0.0,3.0,100.0,40.0,0.0,2.0,32080.0,16954.0,9300.0,22180.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68445161,,10250.0,10250.0,10250.0, 36 months,16.59,363.36,D,D2,,,MORTGAGE,57000.0,Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68445161,,debt_consolidation,Debt consolidation,335xx,FL,29.03,1.0,Mar-1984,680.0,684.0,0.0,,,12.0,0.0,25394.0,69.0,20.0,w,0.0,0.0,10853.42,10853.42,10250.0,603.42,0.0,0.0,0.0,May-2016,9772.79,,Jul-2018,684.0,680.0,0.0,24.0,1.0,Individual,,,,0.0,0.0,156068.0,3.0,2.0,1.0,2.0,2.0,27254.0,77.0,3.0,8.0,11174.0,69.0,36700.0,1.0,0.0,2.0,11.0,13005.0,5075.0,93.0,0.0,0.0,160.0,381.0,2.0,2.0,3.0,17.0,,11.0,,1.0,4.0,9.0,5.0,5.0,5.0,9.0,11.0,8.0,12.0,,0.0,1.0,5.0,90.0,100.0,0.0,0.0,176907.0,52648.0,20300.0,35207.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
